day_pt,new_members,pct_retained,interval_start_timestamp
2025-10-10T00:00:00+00:00,38,28.947368421052634,2025-10-10T00:00:00+00:00
2025-11-09T00:00:00+00:00,398,42.71356783919598,2025-11-09T00:00:00+00:00
2025-12-09T00:00:00+00:00,122,35.24590163934426,2025-12-09T00:00:00+00:00
2026-01-08T00:00:00+00:00,175,14.285714285714285,2026-01-08T00:00:00+00:00
