interval_start_timestamp,messages,messages_per_communicator
2025-10-15T00:00:00+00:00,1501,30.632653061224488
2025-11-14T00:00:00+00:00,10536,49.46478873239437
2025-12-14T00:00:00+00:00,4452,44.07920792079208
2026-01-13T00:00:00+00:00,4267,63.6865671641791
