day_pt,new_members,pct_communicated,pct_opened_channels,interval_start_timestamp
2025-10-15T00:00:00+00:00,153,2.6143790849673203,22.22222222222222,2025-10-15T00:00:00+00:00
2025-11-14T00:00:00+00:00,295,5.423728813559322,36.610169491525426,2025-11-14T00:00:00+00:00
2025-12-14T00:00:00+00:00,153,8.49673202614379,39.869281045751634,2025-12-14T00:00:00+00:00
2026-01-13T00:00:00+00:00,127,2.3622047244094486,39.37007874015748,2026-01-13T00:00:00+00:00
