interval_start_timestamp,visitors,pct_communicated
2025-10-22T00:00:00+00:00,459,15.032679738562091
2025-11-21T00:00:00+00:00,467,17.34475374732334
2025-12-21T00:00:00+00:00,423,18.439716312056735
2026-01-20T00:00:00+00:00,328,14.02439024390244
